"timestamp","organization_id","converted","funnel_step","activity_name","trial_start","trial_start_week"
"2024-01-04 20:18:47","207e9cd9fe854b71c7d88568f2a479d8","1","6","Converted","2024-01-04 20:18:47","2023-12-31"
"2024-01-04 20:21:14","207e9cd9fe854b71c7d88568f2a479d8","1","2","Mobile.Schedule.Loaded","2024-01-04 20:18:47","2023-12-31"
"2024-01-04 20:21:14","207e9cd9fe854b71c7d88568f2a479d8","1","0","First.Action","2024-01-04 20:18:47","2023-12-31"
"2024-01-04 20:56:57","437a35a81363c605a2cb9554799f911b","1","6","Converted","2024-01-04 20:56:57","2023-12-31"
"2024-01-05 01:12:15","44a0f9e741c25771481b186fcfd538b6","1","6","Converted","2024-01-05 01:12:15","2023-12-31"
"2024-01-05 14:09:15","437a35a81363c605a2cb9554799f911b","1","1","Scheduling.Shift.Created","2024-01-04 20:56:57","2023-12-31"
"2024-01-05 14:09:15","437a35a81363c605a2cb9554799f911b","1","0","First.Action","2024-01-04 20:56:57","2023-12-31"
"2024-01-05 14:13:59","063d9cafbfa0b73e46de8f2d5470d532","0","1","Scheduling.Shift.Created","2024-01-05 14:06:35","2023-12-31"
"2024-01-05 14:13:59","063d9cafbfa0b73e46de8f2d5470d532","0","0","First.Action","2024-01-05 14:06:35","2023-12-31"
"2024-01-05 15:38:47","3bddee6252fc97cdb5566503e10e52a8","0","1","Scheduling.Shift.Created","2024-01-05 15:36:32","2023-12-31"
"2024-01-05 15:38:47","3bddee6252fc97cdb5566503e10e52a8","0","0","First.Action","2024-01-05 15:36:32","2023-12-31"
"2024-01-05 16:24:40","498cc671dbeb6d74ce536b31db565ffd","0","1","Scheduling.Shift.Created","2024-01-05 15:52:30","2023-12-31"
"2024-01-05 16:24:40","498cc671dbeb6d74ce536b31db565ffd","0","0","First.Action","2024-01-05 15:52:30","2023-12-31"
"2024-01-05 16:49:17","38382b139748661f7998102d6fa36c59","1","6","Converted","2024-01-05 16:49:17","2023-12-31"
"2024-01-05 17:07:13","1d4c83a11e4071bf422aaf0b90f886ca","1","6","Converted","2024-01-05 17:07:13","2023-12-31"
"2024-01-05 17:10:42","1d4c83a11e4071bf422aaf0b90f886ca","1","1","Scheduling.Shift.Created","2024-01-05 17:07:13","2023-12-31"
"2024-01-05 17:10:42","1d4c83a11e4071bf422aaf0b90f886ca","1","0","First.Action","2024-01-05 17:07:13","2023-12-31"
"2024-01-05 22:53:24","12ed7b7e84363bcfb31778d69276693b","1","1","Scheduling.Shift.Created","2024-01-01 19:04:31","2023-12-31"
"2024-01-05 22:53:24","12ed7b7e84363bcfb31778d69276693b","1","0","First.Action","2024-01-01 19:04:31","2023-12-31"
"2024-01-06 11:26:40","265998c3eaa0d8a3314d1753aea02147","1","6","Converted","2024-01-06 11:26:40","2023-12-31"
"2024-01-06 20:22:42","0d2464dfb8a6619faaa6c28e3c6186d2","0","1","Scheduling.Shift.Created","2024-01-06 20:08:02","2023-12-31"
"2024-01-06 20:22:42","0d2464dfb8a6619faaa6c28e3c6186d2","0","0","First.Action","2024-01-06 20:08:02","2023-12-31"
"2024-01-06 22:05:15","2914a63f247ce0539cfced35d5890723","0","0","First.Action","2024-01-06 13:16:16","2023-12-31"
"2024-01-07 09:46:23","1e53443ed16090738d6dfa7d7ad59fb2","0","0","First.Action","2024-01-07 09:35:57","2024-01-07"
"2024-01-07 12:54:27","446f68218a9dc9e5dd4dc692b6e28371","0","2","Mobile.Schedule.Loaded","2024-01-05 13:47:05","2023-12-31"
"2024-01-07 12:54:27","446f68218a9dc9e5dd4dc692b6e28371","0","0","First.Action","2024-01-05 13:47:05","2023-12-31"
"2024-01-07 13:51:02","4b01c9783e41c24921f80012978ed36d","1","6","Converted","2024-01-07 13:51:02","2024-01-07"
"2024-01-07 23:04:09","201cac0f23f2e4e3546332b4a54627d2","0","2","Mobile.Schedule.Loaded","2024-01-07 22:57:06","2024-01-07"
"2024-01-07 23:04:09","201cac0f23f2e4e3546332b4a54627d2","0","0","First.Action","2024-01-07 22:57:06","2024-01-07"
"2024-01-08 00:19:07","2888a9b7a80cf63feb6c5f784a4a39eb","1","6","Converted","2024-01-08 00:19:07","2024-01-07"
"2024-01-08 00:39:07","2888a9b7a80cf63feb6c5f784a4a39eb","1","1","Scheduling.Shift.Created","2024-01-08 00:19:07","2024-01-07"
"2024-01-08 00:39:07","2888a9b7a80cf63feb6c5f784a4a39eb","1","0","First.Action","2024-01-08 00:19:07","2024-01-07"
"2024-01-08 11:13:56","33825ccb96c4cf3b08e17ab31b3c3fd4","1","6","Converted","2024-01-08 11:13:56","2024-01-07"
"2024-01-08 11:22:53","3f27592fbe33dd77ff67b2494aa8cb9d","1","6","Converted","2024-01-08 11:22:53","2024-01-07"
"2024-01-08 11:27:14","3f27592fbe33dd77ff67b2494aa8cb9d","1","1","Scheduling.Shift.Created","2024-01-08 11:22:53","2024-01-07"
"2024-01-08 11:27:14","3f27592fbe33dd77ff67b2494aa8cb9d","1","0","First.Action","2024-01-08 11:22:53","2024-01-07"
"2024-01-08 13:54:42","0cc48d0871978ff0238c9b7c437d7b4b","1","6","Converted","2024-01-08 13:54:42","2024-01-07"
"2024-01-08 13:57:36","0cc48d0871978ff0238c9b7c437d7b4b","1","1","Scheduling.Shift.Created","2024-01-08 13:54:42","2024-01-07"
"2024-01-08 13:57:36","0cc48d0871978ff0238c9b7c437d7b4b","1","0","First.Action","2024-01-08 13:54:42","2024-01-07"
"2024-01-08 20:08:25","364762dcfe5c7632bb91f2f2186a22f1","1","6","Converted","2024-01-08 20:08:25","2024-01-07"
"2024-01-08 20:20:56","33144d0d04b3e90a521678bd383df65b","0","1","Scheduling.Shift.Created","2024-01-02 14:40:14","2023-12-31"
"2024-01-08 20:20:56","33144d0d04b3e90a521678bd383df65b","0","0","First.Action","2024-01-02 14:40:14","2023-12-31"
"2024-01-08 21:01:58","364762dcfe5c7632bb91f2f2186a22f1","1","2","Mobile.Schedule.Loaded","2024-01-08 20:08:25","2024-01-07"
"2024-01-08 21:01:58","364762dcfe5c7632bb91f2f2186a22f1","1","0","First.Action","2024-01-08 20:08:25","2024-01-07"
"2024-01-09 09:57:42","11cd5f3f8f80de504b1cecd35b75c3a9","0","1","Scheduling.Shift.Created","2024-01-09 09:47:25","2024-01-07"
"2024-01-09 09:57:42","11cd5f3f8f80de504b1cecd35b75c3a9","0","0","First.Action","2024-01-09 09:47:25","2024-01-07"
"2024-01-09 10:46:18","17f21a709599972f399bb7659dd05996","1","6","Converted","2024-01-09 10:46:18","2024-01-07"
"2024-01-09 12:13:19","3879fd5c14cac65384df2f97ceedee79","0","1","Scheduling.Shift.Created","2024-01-09 12:02:19","2024-01-07"
"2024-01-09 12:13:19","3879fd5c14cac65384df2f97ceedee79","0","0","First.Action","2024-01-09 12:02:19","2024-01-07"
"2024-01-09 13:41:44","3ab4252eb47336bae37d438bf50e725a","0","1","Scheduling.Shift.Created","2024-01-09 13:35:47","2024-01-07"
"2024-01-09 13:41:44","3ab4252eb47336bae37d438bf50e725a","0","0","First.Action","2024-01-09 13:35:47","2024-01-07"
"2024-01-09 14:02:54","11d5ea1d6883d3ee8ea5b8dac6d697d2","0","2","Mobile.Schedule.Loaded","2024-01-09 13:57:58","2024-01-07"
"2024-01-09 14:02:54","11d5ea1d6883d3ee8ea5b8dac6d697d2","0","0","First.Action","2024-01-09 13:57:58","2024-01-07"
"2024-01-09 15:25:09","38a790cbe120ed298f510ba04526231b","0","1","Scheduling.Shift.Created","2024-01-08 09:00:45","2024-01-07"
"2024-01-09 15:25:09","38a790cbe120ed298f510ba04526231b","0","0","First.Action","2024-01-08 09:00:45","2024-01-07"
"2024-01-09 17:10:39","16b5565f26fddafbf090f3208c4472b2","0","1","Scheduling.Shift.Created","2024-01-09 17:00:52","2024-01-07"
"2024-01-09 17:10:39","16b5565f26fddafbf090f3208c4472b2","0","0","First.Action","2024-01-09 17:00:52","2024-01-07"
"2024-01-09 17:27:07","018df05a737bec235e219ef3a15e2dc2","0","2","Mobile.Schedule.Loaded","2024-01-09 17:11:13","2024-01-07"
"2024-01-09 17:27:07","018df05a737bec235e219ef3a15e2dc2","0","0","First.Action","2024-01-09 17:11:13","2024-01-07"
"2024-01-09 19:28:02","3a1d8731ae4d315bdc9be6832cff3d0c","1","6","Converted","2024-01-09 19:28:02","2024-01-07"
"2024-01-09 22:05:50","41b539360f36d6d28f08304293ace5b4","0","1","Scheduling.Shift.Created","2024-01-09 20:38:27","2024-01-07"
"2024-01-09 22:05:50","41b539360f36d6d28f08304293ace5b4","0","0","First.Action","2024-01-09 20:38:27","2024-01-07"
"2024-01-09 22:34:35","30cc69b6591b7309e59191a8a88afff3","0","1","Scheduling.Shift.Created","2024-01-09 22:14:32","2024-01-07"
"2024-01-09 22:34:35","30cc69b6591b7309e59191a8a88afff3","0","0","First.Action","2024-01-09 22:14:32","2024-01-07"
"2024-01-10 06:24:56","491714c1d8ad9e4e0574c4987b63a2a8","1","6","Converted","2024-01-10 06:24:56","2024-01-07"
"2024-01-10 12:05:46","33825ccb96c4cf3b08e17ab31b3c3fd4","1","1","Scheduling.Shift.Created","2024-01-08 11:13:56","2024-01-07"
"2024-01-10 12:05:46","33825ccb96c4cf3b08e17ab31b3c3fd4","1","0","First.Action","2024-01-08 11:13:56","2024-01-07"
"2024-01-10 13:11:29","3ad73afbbc3c36c1a9f1e326ee3b303f","0","1","Scheduling.Shift.Created","2024-01-10 12:50:32","2024-01-07"
"2024-01-10 13:11:29","3ad73afbbc3c36c1a9f1e326ee3b303f","0","0","First.Action","2024-01-10 12:50:32","2024-01-07"
"2024-01-10 14:13:55","2ea2c8b908345f95a425c44a9d9245ea","0","1","Scheduling.Shift.Created","2024-01-10 14:08:53","2024-01-07"
"2024-01-10 14:13:55","2ea2c8b908345f95a425c44a9d9245ea","0","0","First.Action","2024-01-10 14:08:53","2024-01-07"
"2024-01-10 17:50:51","08fbf41b4ab025919457d94ba2dd2fcc","0","1","Scheduling.Shift.Created","2024-01-10 17:42:57","2024-01-07"
"2024-01-10 17:50:51","08fbf41b4ab025919457d94ba2dd2fcc","0","0","First.Action","2024-01-10 17:42:57","2024-01-07"
"2024-01-10 18:22:39","4ab290eef0ff091c86270f72cd5df86f","1","6","Converted","2024-01-10 18:22:39","2024-01-07"
"2024-01-10 21:46:48","116bcb6cea55b48cab680f040f3c6801","1","6","Converted","2024-01-10 21:46:48","2024-01-07"
"2024-01-10 21:49:15","116bcb6cea55b48cab680f040f3c6801","1","1","Scheduling.Shift.Created","2024-01-10 21:46:48","2024-01-07"
"2024-01-10 21:49:15","116bcb6cea55b48cab680f040f3c6801","1","0","First.Action","2024-01-10 21:46:48","2024-01-07"
"2024-01-10 23:10:03","025bc08842ce8b8ea81b68ec6dcda4fe","0","1","Scheduling.Shift.Created","2024-01-10 23:07:31","2024-01-07"
"2024-01-10 23:10:03","025bc08842ce8b8ea81b68ec6dcda4fe","0","0","First.Action","2024-01-10 23:07:31","2024-01-07"
"2024-01-11 02:28:37","0ca62ec25aabad5bea29bbebea918c2c","0","1","Scheduling.Shift.Created","2024-01-11 02:21:27","2024-01-07"
"2024-01-11 02:28:37","0ca62ec25aabad5bea29bbebea918c2c","0","0","First.Action","2024-01-11 02:21:27","2024-01-07"
"2024-01-11 03:03:22","1bae3e5dbf14173a578e2f81e8e4d0aa","0","1","Scheduling.Shift.Created","2024-01-11 02:28:38","2024-01-07"
"2024-01-11 03:03:22","1bae3e5dbf14173a578e2f81e8e4d0aa","0","0","First.Action","2024-01-11 02:28:38","2024-01-07"
"2024-01-11 05:15:02","4470350d7805a727e882371013d98dfa","0","1","Scheduling.Shift.Created","2024-01-11 05:11:40","2024-01-07"
"2024-01-11 05:15:02","4470350d7805a727e882371013d98dfa","0","0","First.Action","2024-01-11 05:11:40","2024-01-07"
"2024-01-11 09:12:35","0ad95b803b227a85a297fde00866fa31","1","6","Converted","2024-01-11 09:12:35","2024-01-07"
"2024-01-11 09:48:41","3286cde17889f26ef7ce3c06e23d99fe","0","1","Scheduling.Shift.Created","2024-01-11 09:46:55","2024-01-07"
"2024-01-11 09:48:41","3286cde17889f26ef7ce3c06e23d99fe","0","0","First.Action","2024-01-11 09:46:55","2024-01-07"
"2024-01-11 10:08:46","0ad95b803b227a85a297fde00866fa31","1","3","Scheduling.Shift.Approved","2024-01-11 09:12:35","2024-01-07"
"2024-01-11 10:08:46","0ad95b803b227a85a297fde00866fa31","1","0","First.Action","2024-01-11 09:12:35","2024-01-07"
"2024-01-11 11:38:04","38a309092afd9b6da40f95514d3795af","1","6","Converted","2024-01-11 11:38:04","2024-01-07"
"2024-01-11 12:24:36","03129b37388dfb824491fb54aec77553","1","6","Converted","2024-01-11 12:24:36","2024-01-07"
"2024-01-11 12:27:13","03129b37388dfb824491fb54aec77553","1","1","Scheduling.Shift.Created","2024-01-11 12:24:36","2024-01-07"
"2024-01-11 12:27:13","03129b37388dfb824491fb54aec77553","1","0","First.Action","2024-01-11 12:24:36","2024-01-07"
"2024-01-11 13:41:20","28bd081f888125cff682027ae7a52aa6","0","1","Scheduling.Shift.Created","2024-01-11 13:37:57","2024-01-07"
"2024-01-11 13:41:20","28bd081f888125cff682027ae7a52aa6","0","0","First.Action","2024-01-11 13:37:57","2024-01-07"
"2024-01-11 14:02:30","00456fd86311b6095ad05f7e31758f0d","0","4","Scheduling.Shift.AssignmentChanged","2024-01-11 13:44:36","2024-01-07"
"2024-01-11 14:02:30","00456fd86311b6095ad05f7e31758f0d","0","0","First.Action","2024-01-11 13:44:36","2024-01-07"
"2024-01-11 14:03:09","12e74517300ea7e5cd56b43efed6508c","0","2","Mobile.Schedule.Loaded","2024-01-05 23:39:51","2023-12-31"
"2024-01-11 14:03:09","12e74517300ea7e5cd56b43efed6508c","0","0","First.Action","2024-01-05 23:39:51","2023-12-31"
"2024-01-11 14:44:22","38a309092afd9b6da40f95514d3795af","1","1","Scheduling.Shift.Created","2024-01-11 11:38:04","2024-01-07"
"2024-01-11 14:44:22","38a309092afd9b6da40f95514d3795af","1","0","First.Action","2024-01-11 11:38:04","2024-01-07"
"2024-01-11 15:34:08","0dbd9289b44cf0f458ede03b08f7b280","0","1","Scheduling.Shift.Created","2024-01-11 15:22:30","2024-01-07"
"2024-01-11 15:34:08","0dbd9289b44cf0f458ede03b08f7b280","0","0","First.Action","2024-01-11 15:22:30","2024-01-07"
"2024-01-11 15:44:59","44a0f9e741c25771481b186fcfd538b6","1","2","Mobile.Schedule.Loaded","2024-01-05 01:12:15","2023-12-31"
"2024-01-11 15:44:59","44a0f9e741c25771481b186fcfd538b6","1","0","First.Action","2024-01-05 01:12:15","2023-12-31"
"2024-01-11 15:53:50","28647dd9cf1f31aad29f2e260d1790fb","0","4","Scheduling.Shift.AssignmentChanged","2024-01-11 15:44:53","2024-01-07"
"2024-01-11 15:53:50","28647dd9cf1f31aad29f2e260d1790fb","0","0","First.Action","2024-01-11 15:44:53","2024-01-07"
"2024-01-11 21:18:13","01c797551fa75279d472dc09736e92d1","0","2","Mobile.Schedule.Loaded","2024-01-11 21:13:58","2024-01-07"
"2024-01-11 21:18:13","01c797551fa75279d472dc09736e92d1","0","0","First.Action","2024-01-11 21:13:58","2024-01-07"
"2024-01-12 01:30:47","3ef9efb31a8b83fb8af6db477ccd4d54","1","6","Converted","2024-01-12 01:30:47","2024-01-07"
"2024-01-12 01:40:16","3ef9efb31a8b83fb8af6db477ccd4d54","1","2","Mobile.Schedule.Loaded","2024-01-12 01:30:47","2024-01-07"
"2024-01-12 01:40:16","3ef9efb31a8b83fb8af6db477ccd4d54","1","0","First.Action","2024-01-12 01:30:47","2024-01-07"
"2024-01-12 04:01:09","1c4e13b1f022160628c4d68197eab978","0","1","Scheduling.Shift.Created","2024-01-12 03:59:04","2024-01-07"
"2024-01-12 04:01:09","1c4e13b1f022160628c4d68197eab978","0","0","First.Action","2024-01-12 03:59:04","2024-01-07"
"2024-01-12 06:21:39","0b476ccbd29b464d8448826d476c1c0b","0","4","Scheduling.Shift.AssignmentChanged","2024-01-12 06:15:16","2024-01-07"
"2024-01-12 06:21:39","0b476ccbd29b464d8448826d476c1c0b","0","0","First.Action","2024-01-12 06:15:16","2024-01-07"
"2024-01-12 08:01:32","265998c3eaa0d8a3314d1753aea02147","1","2","Mobile.Schedule.Loaded","2024-01-06 11:26:40","2023-12-31"
"2024-01-12 08:01:32","265998c3eaa0d8a3314d1753aea02147","1","0","First.Action","2024-01-06 11:26:40","2023-12-31"
"2024-01-12 08:15:26","42fd8c7197573b0bc8a605e273635d1a","1","6","Converted","2024-01-12 08:15:26","2024-01-07"
"2024-01-12 09:30:18","38382b139748661f7998102d6fa36c59","1","1","Scheduling.Shift.Created","2024-01-05 16:49:17","2023-12-31"
"2024-01-12 09:30:18","38382b139748661f7998102d6fa36c59","1","0","First.Action","2024-01-05 16:49:17","2023-12-31"
"2024-01-12 09:43:17","42fd8c7197573b0bc8a605e273635d1a","1","2","Mobile.Schedule.Loaded","2024-01-12 08:15:26","2024-01-07"
"2024-01-12 09:43:17","42fd8c7197573b0bc8a605e273635d1a","1","0","First.Action","2024-01-12 08:15:26","2024-01-07"
"2024-01-12 13:03:20","170752f8898bd7366e8be55577f989d2","1","6","Converted","2024-01-12 13:03:20","2024-01-07"
"2024-01-12 14:02:17","26068d72a050fa6667f516afaed2b7ea","0","1","Scheduling.Shift.Created","2024-01-12 13:59:16","2024-01-07"
"2024-01-12 14:02:17","26068d72a050fa6667f516afaed2b7ea","0","0","First.Action","2024-01-12 13:59:16","2024-01-07"
"2024-01-12 14:23:17","058fd32791e87b313be975cfd94ef7f7","1","6","Converted","2024-01-12 14:23:17","2024-01-07"
"2024-01-12 16:32:37","409bf41c504aea7c62966498beb1f011","0","4","Scheduling.Shift.AssignmentChanged","2024-01-05 11:39:51","2023-12-31"
"2024-01-12 16:32:37","409bf41c504aea7c62966498beb1f011","0","0","First.Action","2024-01-05 11:39:51","2023-12-31"
"2024-01-13 00:32:24","3942a6135046ef9bb7dc157ca170e03a","0","1","Scheduling.Shift.Created","2024-01-13 00:26:18","2024-01-07"
"2024-01-13 00:32:24","3942a6135046ef9bb7dc157ca170e03a","0","0","First.Action","2024-01-13 00:26:18","2024-01-07"
"2024-01-13 06:35:53","327005a3088cf52bf63c9aa95506a7dd","1","6","Converted","2024-01-13 06:35:53","2024-01-07"
"2024-01-13 07:30:40","18215f811c4a5b0400a14c9b82ad979d","1","6","Converted","2024-01-13 07:30:40","2024-01-07"
"2024-01-13 11:31:03","43f4239207f08089fd3407d94b641c37","1","6","Converted","2024-01-13 11:31:03","2024-01-07"
"2024-01-13 11:51:45","43f4239207f08089fd3407d94b641c37","1","3","Scheduling.Shift.Approved","2024-01-13 11:31:03","2024-01-07"
"2024-01-13 11:51:45","43f4239207f08089fd3407d94b641c37","1","0","First.Action","2024-01-13 11:31:03","2024-01-07"
"2024-01-13 12:12:23","01f5d8504faeac5ba7283bbb28e752c5","0","2","Mobile.Schedule.Loaded","2024-01-13 02:24:20","2024-01-07"
"2024-01-13 12:12:23","01f5d8504faeac5ba7283bbb28e752c5","0","0","First.Action","2024-01-13 02:24:20","2024-01-07"
"2024-01-13 13:04:36","2b22d3fe57cd7c7cd32e7a60f0d9f17a","0","1","Scheduling.Shift.Created","2024-01-13 12:53:26","2024-01-07"
"2024-01-13 13:04:36","2b22d3fe57cd7c7cd32e7a60f0d9f17a","0","0","First.Action","2024-01-13 12:53:26","2024-01-07"
"2024-01-13 14:18:13","1bef5917eb3adc401e4df93e1f9340a5","1","6","Converted","2024-01-13 14:18:13","2024-01-07"
"2024-01-13 15:07:47","4b9dfe781a0e97995ee153ac8ff94e6b","1","6","Converted","2024-01-13 15:07:47","2024-01-07"
"2024-01-13 19:47:22","2b6114c528342d6f6b2f24fbdf8992ef","0","0","First.Action","2024-01-13 19:31:44","2024-01-07"
"2024-01-14 05:41:33","4b9b54af89e82db07216654237d39ce1","0","4","Scheduling.Shift.AssignmentChanged","2024-01-14 02:14:31","2024-01-14"
"2024-01-14 05:41:33","4b9b54af89e82db07216654237d39ce1","0","0","First.Action","2024-01-14 02:14:31","2024-01-14"
"2024-01-14 10:44:36","35f2b093ab291a256cc868b7dca50cd7","1","6","Converted","2024-01-14 10:44:36","2024-01-14"
"2024-01-14 12:35:58","35f2b093ab291a256cc868b7dca50cd7","1","2","Mobile.Schedule.Loaded","2024-01-14 10:44:36","2024-01-14"
"2024-01-14 12:35:58","35f2b093ab291a256cc868b7dca50cd7","1","0","First.Action","2024-01-14 10:44:36","2024-01-14"
"2024-01-14 13:54:48","3adfab009962bdf2bab956854447bef0","0","0","First.Action","2024-01-14 13:44:26","2024-01-14"
"2024-01-14 13:58:19","269fada13a2be44bd4b1020c46d73fb1","0","2","Mobile.Schedule.Loaded","2024-01-14 13:51:00","2024-01-14"
"2024-01-14 13:58:19","269fada13a2be44bd4b1020c46d73fb1","0","0","First.Action","2024-01-14 13:51:00","2024-01-14"
"2024-01-14 15:41:31","235c4b261aa9fef704bff7150929139d","1","6","Converted","2024-01-14 15:41:31","2024-01-14"
"2024-01-14 19:11:43","2dfb333b3dae7e6806f587b590612d60","0","4","Scheduling.Shift.AssignmentChanged","2024-01-13 14:01:08","2024-01-07"
"2024-01-14 19:11:43","2dfb333b3dae7e6806f587b590612d60","0","0","First.Action","2024-01-13 14:01:08","2024-01-07"
"2024-01-14 19:52:58","41c4a2ad301a86567c2a58897578af6c","0","0","First.Action","2024-01-14 19:39:33","2024-01-14"
"2024-01-14 20:40:59","39adf22f2db2d9f6e7147eac62fef276","0","2","Mobile.Schedule.Loaded","2024-01-14 19:33:07","2024-01-14"
"2024-01-14 20:40:59","39adf22f2db2d9f6e7147eac62fef276","0","0","First.Action","2024-01-14 19:33:07","2024-01-14"
