"organization_id","converted","updated_at","last_trial_step","last_trial_activity","trial_status","total_steps","trial_start","trial_start_week","trial_end"
"12e74517300ea7e5cd56b43efed6508c","0","2024-01-11 12:54:52","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-05 23:39:51","2023-12-31","2024-02-04 23:39:51"
"28bd081f888125cff682027ae7a52aa6","0","2024-01-11 13:40:58","1","Scheduling.Shift.Created","Not Completed","2","2024-01-11 13:37:57","2024-01-07","2024-02-10 13:37:57"
"00456fd86311b6095ad05f7e31758f0d","0","2024-01-11 14:02:13","2","Mobile.Schedule.Loaded","Not Completed","4","2024-01-11 13:44:36","2024-01-07","2024-02-10 13:44:36"
"0dbd9289b44cf0f458ede03b08f7b280","0","2024-01-11 15:34:08","1","Scheduling.Shift.Created","Not Completed","2","2024-01-11 15:22:30","2024-01-07","2024-02-10 15:22:30"
"44a0f9e741c25771481b186fcfd538b6","1","2024-01-11 15:44:59","2","Mobile.Schedule.Loaded","Completed","5","2024-01-05 01:12:15","2023-12-31","2024-02-04 01:12:15"
"28647dd9cf1f31aad29f2e260d1790fb","0","2024-01-11 15:53:50","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-11 15:44:53","2024-01-07","2024-02-10 15:44:53"
"033a90a4d5e5c2c8ed356cc23de2b415","0","2024-01-11 18:39:26","1","Scheduling.Shift.Created","Not Completed","2","2024-01-11 17:24:12","2024-01-07","2024-02-10 17:24:12"
"01c797551fa75279d472dc09736e92d1","0","2024-01-11 21:18:13","1","Scheduling.Shift.Created","Not Completed","3","2024-01-11 21:13:58","2024-01-07","2024-02-10 21:13:58"
"3ef9efb31a8b83fb8af6db477ccd4d54","1","2024-01-12 01:38:17","1","Scheduling.Shift.Created","Not Completed","4","2024-01-12 01:30:47","2024-01-07","2024-02-11 01:30:47"
"1c4e13b1f022160628c4d68197eab978","0","2024-01-12 04:01:09","1","Scheduling.Shift.Created","Not Completed","2","2024-01-12 03:59:04","2024-01-07","2024-02-11 03:59:04"
"491714c1d8ad9e4e0574c4987b63a2a8","1","2024-01-12 05:20:20","3","Scheduling.Shift.Approved","Completed","6","2024-01-10 06:24:56","2024-01-07","2024-02-09 06:24:56"
"0b476ccbd29b464d8448826d476c1c0b","0","2024-01-12 06:21:39","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-12 06:15:16","2024-01-07","2024-02-11 06:15:16"
"265998c3eaa0d8a3314d1753aea02147","1","2024-01-12 07:56:18","1","Scheduling.Shift.Created","Not Completed","4","2024-01-06 11:26:40","2023-12-31","2024-02-05 11:26:40"
"42fd8c7197573b0bc8a605e273635d1a","1","2024-01-12 08:49:45","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-12 08:15:26","2024-01-07","2024-02-11 08:15:26"
"38382b139748661f7998102d6fa36c59","1","2024-01-12 09:30:17","5","Scheduling.Template.ApplyModal.Applied","Completed","5","2024-01-05 16:49:17","2023-12-31","2024-02-04 16:49:17"
"26068d72a050fa6667f516afaed2b7ea","0","2024-01-12 14:02:17","1","Scheduling.Shift.Created","Not Completed","2","2024-01-12 13:59:16","2024-01-07","2024-02-11 13:59:16"
"4cb3ded67cb7a539395ab873354a01c1","0","2024-01-12 15:00:37","3","Scheduling.Shift.Approved","Completed","6","2024-01-10 08:38:01","2024-01-07","2024-02-09 08:38:01"
"021a7bf9da9474f132b76b4bafb9f3de","0","2024-01-12 23:20:30","1","Scheduling.Shift.Created","Not Completed","2","2024-01-12 23:10:00","2024-01-07","2024-02-11 23:10:00"
"3942a6135046ef9bb7dc157ca170e03a","0","2024-01-13 00:30:01","1","Scheduling.Shift.Created","Not Completed","2","2024-01-13 00:26:18","2024-01-07","2024-02-12 00:26:18"
"01f5d8504faeac5ba7283bbb28e752c5","0","2024-01-13 02:28:34","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-13 02:24:20","2024-01-07","2024-02-12 02:24:20"
"43f4239207f08089fd3407d94b641c37","1","2024-01-13 11:43:47","3","Scheduling.Shift.Approved","Not Completed","4","2024-01-13 11:31:03","2024-01-07","2024-02-12 11:31:03"
"2b22d3fe57cd7c7cd32e7a60f0d9f17a","0","2024-01-13 13:04:36","1","Scheduling.Shift.Created","Not Completed","2","2024-01-13 12:53:26","2024-01-07","2024-02-12 12:53:26"
"1bef5917eb3adc401e4df93e1f9340a5","1","2024-01-13 14:25:41","1","Scheduling.Shift.Created","Not Completed","3","2024-01-13 14:18:13","2024-01-07","2024-02-12 14:18:13"
"2b6114c528342d6f6b2f24fbdf8992ef","0","2024-01-13 19:44:52","1","Scheduling.Shift.Created","Not Completed","3","2024-01-13 19:31:44","2024-01-07","2024-02-12 19:31:44"
"18215f811c4a5b0400a14c9b82ad979d","1","2024-01-14 00:15:10","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-13 07:30:40","2024-01-07","2024-02-12 07:30:40"
"220100622734997a80cee9b6ba1e6fe7","0","2024-01-14 01:15:12","3","Scheduling.Shift.Approved","Not Completed","4","2024-01-09 17:21:43","2024-01-07","2024-02-08 17:21:43"
"4b9b54af89e82db07216654237d39ce1","0","2024-01-14 05:34:47","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-14 02:14:31","2024-01-14","2024-02-13 02:14:31"
"0d37e73ce69de372958e303d9752aaea","0","2024-01-14 09:40:20","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-02 05:26:12","2023-12-31","2024-02-01 05:26:12"
"35f2b093ab291a256cc868b7dca50cd7","1","2024-01-14 12:17:44","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-14 10:44:36","2024-01-14","2024-02-13 10:44:36"
"3a6adc16bf91a0ab56338955b0c5cac0","0","2024-01-14 12:40:08","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-14 11:58:37","2024-01-14","2024-02-13 11:58:37"
"3adfab009962bdf2bab956854447bef0","0","2024-01-14 13:54:48","0","First.Action","Not Completed","1","2024-01-14 13:44:26","2024-01-14","2024-02-13 13:44:26"
"269fada13a2be44bd4b1020c46d73fb1","0","2024-01-14 13:58:19","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-14 13:51:00","2024-01-14","2024-02-13 13:51:00"
"2dfb333b3dae7e6806f587b590612d60","0","2024-01-14 15:29:24","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-13 14:01:08","2024-01-07","2024-02-12 14:01:08"
"41c4a2ad301a86567c2a58897578af6c","0","2024-01-14 19:52:37","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-14 19:39:33","2024-01-14","2024-02-13 19:39:33"
"39adf22f2db2d9f6e7147eac62fef276","0","2024-01-14 20:38:44","1","Scheduling.Shift.Created","Not Completed","3","2024-01-14 19:33:07","2024-01-14","2024-02-13 19:33:07"
"0ca1c7d9af13be594bff054fa96daaa8","0","2024-01-14 20:59:16","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-14 20:41:04","2024-01-14","2024-02-13 20:41:04"
"32a947e1e87857262fabb667ee156d1b","1","2024-01-15 00:28:13","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-15 00:22:46","2024-01-14","2024-02-14 00:22:46"
"45905339b4f0f1708c4b19a3484fd0aa","0","2024-01-15 09:21:50","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-15 08:27:05","2024-01-14","2024-02-14 08:27:05"
"3e92b6be8edbbd27389787ab032fe78e","0","2024-01-15 10:13:12","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-15 10:08:59","2024-01-14","2024-02-14 10:08:59"
"1e06f241d63d030ec793a077a001d6c9","0","2024-01-15 11:37:32","3","Scheduling.Shift.Approved","Not Completed","4","2024-01-02 18:05:08","2023-12-31","2024-02-01 18:05:08"
"1f39643c254eb4a5d1a22d3531f9c644","0","2024-01-15 13:18:27","1","Scheduling.Shift.Created","Not Completed","2","2024-01-15 13:09:09","2024-01-14","2024-02-14 13:09:09"
"4bc3b61b4e603bbe32332bcf55f47012","0","2024-01-15 14:10:25","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-15 14:08:03","2024-01-14","2024-02-14 14:08:03"
"1f5491c083bc8cb4191d7eb3a15143ec","0","2024-01-15 14:16:40","5","Scheduling.Template.ApplyModal.Applied","Completed","6","2024-01-15 11:40:34","2024-01-14","2024-02-14 11:40:34"
"38f1dd36ec6de594b74af2e517d76a53","1","2024-01-15 16:34:29","1","Scheduling.Shift.Created","Not Completed","3","2024-01-15 16:33:19","2024-01-14","2024-02-14 16:33:19"
"052ecd6e8fe7c04ad626c070c47aa7e8","0","2024-01-15 18:45:23","1","Scheduling.Shift.Created","Not Completed","2","2024-01-15 18:41:54","2024-01-14","2024-02-14 18:41:54"
"40894978759ca08931fbc95806b44c63","0","2024-01-15 20:12:50","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-15 20:09:12","2024-01-14","2024-02-14 20:09:12"
"2943557d2cacc7bcb528c7e0d7e838b3","0","2024-01-15 20:31:16","1","Scheduling.Shift.Created","Not Completed","2","2024-01-15 20:29:40","2024-01-14","2024-02-14 20:29:40"
"131990da1b9c86904ba70826fd348642","0","2024-01-15 23:39:22","1","Scheduling.Shift.Created","Not Completed","3","2024-01-15 23:30:08","2024-01-14","2024-02-14 23:30:08"
"2174b1cac37ff59863d49ab9026f4104","1","2024-01-16 05:36:49","3","Scheduling.Shift.Approved","Completed","5","2024-01-16 05:11:53","2024-01-14","2024-02-15 05:11:53"
"47520d17aab9387b0c0e5c51fd1f37fd","0","2024-01-16 08:41:03","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-09 10:06:32","2024-01-07","2024-02-08 10:06:32"
"058fd32791e87b313be975cfd94ef7f7","1","2024-01-16 10:12:38","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-12 14:23:17","2024-01-07","2024-02-11 14:23:17"
"35af11ef256f03809ee37232b17b76f1","0","2024-01-16 11:11:34","5","Scheduling.Template.ApplyModal.Applied","Completed","5","2024-01-08 10:27:10","2024-01-07","2024-02-07 10:27:10"
"245185214fe7885b53bf032d432c6fd1","0","2024-01-16 11:51:15","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-11 15:17:59","2024-01-07","2024-02-10 15:17:59"
"168af11fc96d54fb37e372c9d6ac9016","0","2024-01-16 12:08:16","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-07 15:22:17","2024-01-07","2024-02-06 15:22:17"
"3db39436d282065658dea878ee23d5df","0","2024-01-16 13:12:25","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-16 12:54:07","2024-01-14","2024-02-15 12:54:07"
"4e44f506184abb41230dca9183e0dfde","1","2024-01-16 13:33:27","3","Scheduling.Shift.Approved","Completed","5","2024-01-15 15:09:35","2024-01-14","2024-02-14 15:09:35"
"3a124fc21f3c03f54a74beeb04082f49","0","2024-01-16 14:35:19","1","Scheduling.Shift.Created","Not Completed","3","2024-01-15 13:56:57","2024-01-14","2024-02-14 13:56:57"
"3f627906a6f490ff1fd6cfc365576e1e","0","2024-01-16 16:02:02","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-16 15:52:28","2024-01-14","2024-02-15 15:52:28"
"22eadb2855feae38173d52598fab9e74","0","2024-01-16 17:24:49","5","Scheduling.Template.ApplyModal.Applied","Not Completed","4","2024-01-15 23:26:22","2024-01-14","2024-02-14 23:26:22"
"27d647a888777f0d8f1db1a8ac016006","0","2024-01-16 18:01:22","1","Scheduling.Shift.Created","Not Completed","2","2024-01-16 17:58:07","2024-01-14","2024-02-15 17:58:07"
"0b8d093aaee65086eddf1ab822293e14","0","2024-01-16 20:30:13","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-16 20:24:51","2024-01-14","2024-02-15 20:24:51"
"48a33ccfb5a851d5982dcdda0776f7ac","1","2024-01-17 01:59:47","1","Scheduling.Shift.Created","Not Completed","4","2024-01-17 01:39:30","2024-01-14","2024-02-16 01:39:30"
"0ce2616f3f9252750be158d56841f541","0","2024-01-17 02:56:05","0","First.Action","Not Completed","1","2024-01-17 02:44:24","2024-01-14","2024-02-16 02:44:24"
"20eded82b60051a5136fc94533a9a922","0","2024-01-17 11:20:15","1","Scheduling.Shift.Created","Not Completed","2","2024-01-17 11:04:41","2024-01-14","2024-02-16 11:04:41"
"0a797e3ce11a082771947d7ab8ef7be5","0","2024-01-17 11:40:18","1","Scheduling.Shift.Created","Not Completed","2","2024-01-17 11:37:50","2024-01-14","2024-02-16 11:37:50"
"39fb141dd7373523f1207de40fbac150","0","2024-01-17 12:33:18","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-17 12:31:25","2024-01-14","2024-02-16 12:31:25"
"05bf1cb809d017a5f66f779dceca4872","0","2024-01-17 13:12:58","5","Scheduling.Template.ApplyModal.Applied","Not Completed","4","2024-01-08 09:40:56","2024-01-07","2024-02-07 09:40:56"
